275.334 28.8804
194.627 57.5096
120.422 66.5914
193.712 59.1086
172.096 56.7314
193.469 78.2504
72.041 57.5797
120.16 66.489
214.034 64.7505
213.947 64.0236
72.5859 58.2028
226.292 145.194
203.202 66.9094
294.244 13.8884
284.193 132.175
270.256 22.7229
283.528 23.9446
193.913 64.897
92.2943 145.76
94.1909 128.691
254.766 65.4808
52.7627 43.9048
113.064 116.453
291.606 86.4312
113.452 107.783
70.7608 148.449
217.741 62.8087
49.6512 150.243
246.202 132.459
29.3629 45.8336
282.131 68.8279
252.001 143.163
54.6042 121.583
256.832 68.8605
28.511 48.0916
50.4777 53.8098
91.5363 145.245
241.861 88.8817
284.133 66.7532
55.3852 55.6822
270.033 108.86
58.6932 56.6321
242.368 113.261
254.646 95.604
36.501 134.277
88.1159 57.5038
259.985 133.006
230.658 171.055
237.315 148.293
232.522 171.376
209.368 69.9163
14.6192 67.2718
262.528 132.661
273.903 87.2839
264.06 95.5855
295.139 131.575
274.376 88.8067
222.077 13.5787
292.611 69.4535
105.815 61.851
14.9543 65.3838
65.7759 126.825
184.955 73.0253
67.8306 131.659
270.005 74.8406
200.297 116.97
240.423 95.8299
294.844 26.1853
182.329 63.5092
267.444 146.937
192.93 142.74
294.316 25.2314
211.857 131.658
211.898 129.436
263.925 96.6374
193.553 142.84
105.049 130.886
68.8172 130.425
293.426 23.3902
105.431 136.383
273.22 132.561
134.994 65.051
238.304 73.9694
20.3203 111.99
213.24 158.976
257.835 26.1446
99.098 44.4841
277.236 106.506
90.9099 156.847
99.6943 44.3241
249.007 102.507
40.9803 135.854
193.997 145.535
179.708 50.665
204.411 50.0064
124.965 80.1843
232.308 106.473
259.527 151.262
90.5772 159.577
284.843 98.2453
259.188 111.962
197.829 145.474
285.626 103.942
152.315 57.3636
222.707 51.5373
221.111 51.995
202.7 51.3021
149.745 57.2798
278.419 17.2388
285.544 96.5473
249.279 84.6513
259.327 102.41
242.887 99.6773
240.065 128.14
46.239 56.9192
220.187 50.3021
281.359 105.003
276.813 124.762
48.2477 139.815
207.081 162.515
152.672 57.0953
72.651 136.976
276.888 124.248
137.943 48.6383
277.778 127.418
16.2033 14.025
111.994 147.999
262.265 20.1214
204.114 82.3861
287.118 109.547
143.022 68.1201
118.22 136.15
177.255 65.6668
102.639 151.931
185.27 150.475
258.451 99.4471
258.817 21.2121
257.67 105.776
258.523 107.494
251.409 11.3454
69.5081 49.7929
224.736 72.2192
289.791 133.216
50.0722 157.222
49.884 135.685
204.456 82.3736
246.944 124.994
194.034 154.376
140.034 46.5576
259.745 139.546
223.129 190.492
258.306 112.289
234.675 125.993
290.239 143.599
278.139 151.785
284.271 139.231
274.118 98.6881
271.392 114.72
231.956 118.032
14.9976 139.699
113.259 208.27
112.212 208.854
237.227 208.585
200.879 158.385
15.1583 125.379
262.189 117.972
15.3499 117.273
222.925 73.6704
282.303 160.176
264.522 113.766
260.445 121.607
174.324 66.3411
144.033 148.756
173.787 144.485
124.401 126.319
131.743 82.4991
125.905 108.059
247.405 121.278
271.671 52.8288
233.119 76.3663
279.185 143.179
238.339 121.421
295.85 103.55
173.213 137.918
177.961 66.5079
233.791 141.14
271.335 99.117
255.703 17.6146
211.717 147.616
137.684 118.268
125.147 103.947
136.195 118.607
266.774 83.9535
142.618 120.955
282.522 160.443
144.318 186.926
289.886 126.171
191.154 92.4866
58.7967 146.924
230.649 103.742
89.6453 103.556
26.1951 110.592
173.218 75.412
182.713 77.9216
247.765 148.283
134.675 119.056
80.1105 144.583
154.819 159.42
190.955 91.9959
211.359 147.329
292.438 151.787
72.5297 47.6625
242.174 50.1459
48.7569 123.688
186.796 96.7536
273.813 54.87
249.765 90.3528
249.444 125.908
63.8776 143.132
250.853 78.4924
173.893 144.611
19.2704 157.124
122.52 143.27
242.444 49.9536
53.6385 100.507
93.6127 106.747
248.076 52.1251
162.396 64.5774
303.488 116.901
40.2931 145.168
287.63 54.6393
42.1942 158.106
264.811 83.5905
304.759 116.002
237.886 124.756
21.7543 43.311
287.126 50.9206
15.7246 41.0981
269.994 85.6847
291.157 123.242
125.417 103.187
94.4012 110.687
272.699 141.092
228.569 103.035
159.477 166.997
298.09 79.6158
158.461 163.386
232.99 207.889
145.399 123.608
25.534 181.89
87.9935 118.203
289.672 30.1974
296.728 109.059
35.8347 117.742
81.0049 99.4135
287.897 75.3737
148.661 82.9133
65.8732 99.8111
94.2875 101.375
180.41 140.626
64.2972 145.322
178.386 183.859
76.599 100.16
207.073 192.334
236.055 65.1301
221.045 78.1053
22.6454 63.8326
12.3708 54.7555
145.87 124.364
63.7107 114.994
81.5551 50.9001
135.677 192.426
12.2006 53.3801
233.468 123.863
258.942 90.13
148.563 85.6176
251.636 77.1576
172.144 133.44
251.419 17.6511
82.4612 163.97
47.1484 99.2197
181.402 181.662
24.267 65.9617
263.827 27.2171
154.402 164.495
217.429 51.5749
214.274 176.844
47.9338 126.027
100.149 181.266
125.835 99.1586
67.1741 104.502
35.1393 162.084
281.402 78.7504
257.267 168.611
212.762 174.226
260.898 78.0993
54.7228 67.6232
211.891 172.791
205.459 61.4141
19.3146 99.8373
150.746 183.425
198.849 151.273
207.11 102.306
140.509 98.8804
126.311 14.1395
14.7365 54.1506
231.562 89.2789
260.904 165.4
299.158 159.493
260.761 52.066
96.2268 112.92
105.982 108.418
108.135 109.335
219.225 77.5202
282.416 85.2407
153.92 93.807
125.528 154.327
148.201 89.0412
265.345 75.941
208.748 98.9208
251.638 159.994
201.153 93.0142
80.2193 64.657
234.95 122.448
16.4953 30.7337
151.611 123.067
203.044 93.291
36.3393 187.8
49.5056 99.2989
93.8692 91.4794
185.608 139.844
64.2197 105.078
161.842 66.1649
273.939 175.9
102.939 170.157
121.756 90.436
279.209 86.8328
290.51 175.605
72.2376 160.104
238.171 22.81
152.153 123.336
53.4796 95.4323
168.739 175.071
163.03 142.604
41.8184 182.668
72.9602 100.195
171.094 181.305
205.823 131.028
52.6967 84.981
135.175 106.717
304.978 88.8312
205.007 156.06
68.7208 99.7365
61.1515 90.89
152.432 105.252
55.6963 100.569
193.495 211.433
164.575 13.0239
215.155 113.804
236.071 51.9931
57.8138 95.6744
263.427 175.081
215.597 120.594
192.899 209.447
270.15 40.0059
161.033 166.482
20.7074 55.8171
28.4075 140.564
