229.664 44.3776
191.386 71.5408
253.537 25.9082
233.244 49.3724
227.231 69.5133
147.723 147.69
208.242 69.3454
174.024 160.922
236.313 26.6322
42.2858 143.76
110.791 68.1029
61.1136 77.0929
236.184 27.3613
278.084 178.372
203.82 48.3029
69.6871 74.3751
194.636 158.64
278.45 178.765
159.054 69.9312
239.803 103.112
252.417 76.0382
204.014 48.806
194.724 13.2472
254.94 150.623
255.452 76.1533
161.152 72.276
282.164 75.9997
243.43 132.796
266.83 172.316
118.797 77.3888
26.0475 71.9453
185.597 102.282
268.598 172.593
44.112 70.9628
224.497 105.898
61.4419 135.777
147.693 160.663
60.8643 135.619
189.58 130.092
172.59 183.562
156.957 25.4984
233.075 148.934
18.8918 162.843
209.69 44.7477
255.04 168.992
217.221 125.02
253.663 184.313
154.007 155.036
124.731 67.0783
210.135 44.7801
174.038 184.299
41.3883 68.0401
195.394 125.524
211.874 45.3146
109.904 21.614
166.309 197.95
211.787 112.623
193.373 148.939
158.163 17.8014
252.923 50.5453
254.801 52.7384
256.326 190.057
296.161 173.949
201.983 112.66
266.844 151.236
268.895 152.704
169.883 23.5433
56.0253 149.835
37.5706 160.416
185.046 27.3445
73.6844 131.327
248.369 152.498
234.438 106.735
242.228 154.547
225.222 123.084
168.023 188.749
170.737 68.8201
165.241 131.08
28.6061 74.4176
235.705 122.055
261.342 160.057
262.764 162.463
184.329 165.595
242.068 154.192
243.58 103.971
211.876 113.867
143.364 162.348
104.683 23.6852
272.184 153.517
243.977 46.3431
306.1 183.214
142.803 165.995
206.95 127.982
73.3768 132.21
159.768 155.87
236.885 114.118
269.009 133.709
14.1632 141.918
263.67 143.347
96.3232 55.1353
244.187 148.36
91.4449 159.206
142.047 166.604
207.688 119.644
209.946 149.045
207.109 125.545
208.182 149.586
178.598 88.5112
157.839 147.902
141.662 54.7706
16.2588 145.843
178.1 58.1682
265.066 142.487
273.798 153.893
196.575 119.323
236.115 153.777
201.491 62.306
156.98 201.035
209.796 134.318
205.923 123.804
206.811 134.569
221.198 149.349
194.667 136.595
206.372 129.092
215.76 163.513
124.016 24.9662
258.494 176.292
117.788 28.9293
247.135 46.2942
280.577 155.601
158.017 167.483
212.242 130.663
53.7411 68.3143
236.431 62.8943
244.865 120.253
222.14 60.6285
187.511 144.308
186.986 112.418
218.768 62.6334
74.992 102.782
207.416 167.972
12.1505 74.3488
225.288 141.091
74.6787 110.067
226.528 141.072
178.473 56.8753
141.69 93.5971
37.1426 170.251
198.279 89.9548
252.581 134.005
222.241 37.6377
54.1826 203.387
13.7741 73.3829
57.2142 166.139
150.986 138.512
131.587 76.6876
229.755 87.3933
217.751 28.0517
219.588 27.2357
176.93 168.612
199.885 91.0209
219.255 27.1057
87.0974 67.542
219.059 130.904
212.618 191.891
218.722 75.825
216.46 74.3333
230.924 177.574
140.254 95.6182
178.937 123.319
224.807 19.8525
225.199 141.296
239.217 159.986
52.0905 160.108
237.003 135.7
178.07 84.1156
118.329 61.9429
218.006 79.0704
222.298 115.17
197.452 101.209
246.603 166.701
65.2166 141.398
211.883 95.1207
140.288 106.082
231.863 192.387
75.6397 142.742
143.103 67.0767
208.458 13.0952
195.847 141.863
